OD matrix,,,,,,,,,,,,
Period: 2019-10-07 00:00:00 to 2019-10-10 00:00:00 ,,,,,,,,,,,,
Granularity: TAZ ,,,,,,,,,,,,
Entries: all routes; all stops,,,,,,,,,,,,
Exits: all routes; all stops,,,,,,,,,,,,
Daily period: 04:00:00 to 03:59:00 ,,,,,,,,,,,,
Days of week: working days,,,,,,,,,,,,
Card titles: all,,,,,,,,,,,,
,,,,,,,,,,,,
itaz,ftaz,volume,average_volume_per_day,volume_of_transfers,number_of_transfers,transfer_distance,transfer_time,travel_time,trust_level,,,
Benfica (Monsanto | Norte),Benfica (Benfica | Sul),1327,331.8,139,0.10,0.011,2.431,6.848,89.19,,,
Benfica (Monsanto | Norte),Benfica (Colegio Militar/Luz),821,205.3,61,0.07,0.011,1.915,8.656,93.36,,,
Benfica (Monsanto | Norte),Benfica (Monsanto | Norte),381,95.3,325,0.85,0.159,37.217,50.171,93.89,,,
Benfica (Monsanto | Norte),Campo de Ourique (Amoreiras),88,22.0,29,0.33,0.008,17.723,8.760,94.61,,,
Benfica (Monsanto | Norte),Campo de Ourique (Campo Ourique),3,0.8,6,2.00,0.272,8.498,18.937,87.62,,,
Benfica (Monsanto | Norte),Campolide (Bairro Liberdade),1,0.3,2,2.00,0.254,19.770,41.254,93.5,,,
Benfica (Monsanto | Norte),Campolide (Campolide),19,4.8,18,0.95,0.103,18.533,32.313,89.76,,,
Benfica (Monsanto | Norte),Campolide (Praca Espanha | Norte),27,6.8,17,0.63,0.094,10.535,18.331,97.58,,,
Benfica (Monsanto | Norte),Campolide (Praca Espanha | Sul),3,0.8,4,1.33,0.028,12.976,28.281,100,,,
Benfica (Monsanto | Norte),Carnide (Avenidas Novas),23,5.8,13,0.57,0.101,16.231,28.024,98.29,,,
Benfica (Monsanto | Norte),Carnide (Carnide),150,37.5,80,0.53,0.064,8.179,17.431,97.48,,,
Benfica (Monsanto | Norte),Estrela (Alcantara),7,1.8,13,1.86,0.274,10.286,19.946,87.65,,,
Benfica (Monsanto | Norte),Estrela (Estrela),29,7.3,24,0.83,0.145,97.462,32.684,97.36,,,
Benfica (Monsanto | Norte),Estrela (Lapa),8,2.0,4,0.50,0.309,12.752,28.805,96.25,,,
Benfica (Monsanto | Norte),Estrela (Ribeirinha - Belem),,,,,,,,,,,
Benfica (Monsanto | Norte),Fora Municipio Lisboa,444,111.0,138,0.31,0.040,6.713,14.946,94.82,,,
Benfica (Monsanto | Norte),Lumiar (Aeroporto),14,3.5,12,0.86,0.081,17.840,35.436,94.3,,,
Benfica (Monsanto | Norte),Lumiar (Lumiar | Norte),6,1.5,5,0.83,0.287,40.412,64.455,96.97,,,
Benfica (Monsanto | Norte),Lumiar (Lumiar | Oeste),7,1.8,4,0.57,0.360,35.070,51.500,89.47,,,
Benfica (Monsanto | Norte),Lumiar (Lumiar | Sul),,,,,,,,,,,
Benfica (Monsanto | Norte),Lumiar (Paco Lumiar),12,3.0,7,0.58,0.199,14.464,32.116,97.56,,,
Benfica (Monsanto | Norte),Lumiar (Parque Europa),26,6.5,23,0.88,0.421,28.517,43.606,85.63,,,
Benfica (Monsanto | Norte),Lumiar (Telheiras | Este),8,2.0,13,1.63,0.070,13.730,25.070,96.65,,,
Benfica (Monsanto | Norte),Lumiar (Telheiras | Norte),3,0.8,4,1.33,0.010,16.504,32.864,100,,,
Benfica (Monsanto | Norte),Lumiar (Telheiras | Oeste),6,1.5,13,2.17,0.066,162.499,31.956,97.53,,,
Benfica (Monsanto | Norte),Marvila (Bairro Armador),1,0.3,3,3.00,0.000,13.759,39.743,,,,
Benfica (Monsanto | Norte),Marvila (Chelas),2,0.5,3,1.50,0.332,28.886,48.580,92.08,,,
Benfica (Monsanto | Norte),Marvila (Infante Dom Henrique - Porto | Este),3,0.8,4,1.33,0.014,22.353,42.103,100,,,
Benfica (Monsanto | Norte),Marvila (Infante Dom Henrique - Porto | Oeste),,,,,,,,,,,
Benfica (Monsanto | Norte),Marvila (Marechal Gomes da Costa),14,3.5,3,0.21,0.000,2.912,25.214,91,,,
Benfica (Monsanto | Norte),Marvila (Parque Bela Vista),17,4.3,7,0.41,0.038,4.162,20.105,88.89,,,
Benfica (Monsanto | Norte),Misericordia (Bairro Alto),17,4.3,16,0.94,0.207,23.158,40.249,91.28,,,
Benfica (Monsanto | Norte),Misericordia (Sao Paulo),26,6.5,22,0.85,0.124,13.442,29.667,94.1,,,
Benfica (Monsanto | Norte),Olivais (Alfredo Bensaude),3,0.8,2,0.67,0.018,18.260,41.389,88.75,,,
Benfica (Monsanto | Norte),Olivais (Encarnacao | Este),,,,,,,,,,,
Benfica (Monsanto | Norte),Olivais (Encarnacao | Oeste),,,,,,,,,,,
Benfica (Monsanto | Norte),Olivais (Logistica Aeroportuaria),,,,,,,,,,,
Benfica (Monsanto | Norte),Olivais (Olivais - Centro),2,0.5,3,1.50,0.023,30.533,53.269,100,,,
Benfica (Monsanto | Norte),Olivais (Olivais | Este),,,,,,,,,,,
Benfica (Monsanto | Norte),Olivais (Olivais | Norte),1,0.3,1,1.00,0.022,17.102,42.886,100,,,
Benfica (Monsanto | Norte),Olivais (Olivais | Sul),,,,,,,,,,,
Benfica (Monsanto | Norte),Olivais (Relogio),,,,,,,,,,,
Benfica (Monsanto | Norte),Parque das Nacoes (Estacao Oriente),173,43.3,20,0.12,0.000,2.199,21.600,93.47,,,
Benfica (Monsanto | Norte),Parque das Nacoes (Parque Nacoes | Norte),,,,,,,,,,,
Benfica (Monsanto | Norte),Parque das Nacoes (Parque Nacoes | Sul),,,,,,,,,,,
Benfica (Monsanto | Norte),Parque das Nacoes (Parque Tejo),,,,,,,,,,,
Benfica (Monsanto | Norte),Parque das Nacoes (Quinta Laranjeiras),10,2.5,12,1.20,0.059,24.926,52.556,85.14,,,
Benfica (Monsanto | Norte),Penha de Franca (Penha Franca),8,2.0,12,1.50,0.112,21.220,51.337,97.67,,,
Benfica (Monsanto | Norte),Penha de Franca (Sao Joao),6,1.5,14,2.33,0.188,22.279,48.310,98,,,
Benfica (Monsanto | Norte),Santa Clara (Ameixoeira | Norte),22,5.5,34,1.55,0.186,30.402,57.046,98.08,,,
Benfica (Monsanto | Norte),Santa Clara (Ameixoeira | Sul),21,5.3,29,1.38,0.206,23.066,48.393,96.76,,,
Benfica (Monsanto | Norte),Santa Maria Maior (Baixa),211,52.8,20,0.09,0.000,0.977,14.896,97.21,,,
Benfica (Monsanto | Norte),Santa Maria Maior (Castelo),6,1.5,8,1.33,0.053,16.795,38.727,100,,,
Benfica (Monsanto | Norte),Santo Antonio (Amoreiras),,,,,,,,,,,
Benfica (Monsanto | Norte),Santo Antonio (Sao Jose),32,8.0,21,0.66,0.009,4.927,17.762,96.77,,,
Benfica (Monsanto | Norte),Santo Antonio (Sao Mamede),176,44.0,46,0.26,0.012,3.883,18.946,90.57,,,
Benfica (Monsanto | Norte),Sao Domingos de Benfica (Estrada Luz | Este),35,8.8,6,0.17,0.022,1.744,8.108,87.74,,,
Benfica (Monsanto | Norte),Sao Domingos de Benfica (Estrada Luz | Oeste),18,4.5,6,0.33,0.021,2.221,9.560,73.12,,,
Benfica (Monsanto | Norte),Sao Domingos de Benfica (Monsanto | Norte),,,,,,,,,,,
Benfica (Monsanto | Norte),Sao Domingos de Benfica (Sao Domingos de Benfica),251,62.8,92,0.37,0.034,4.540,11.852,92.42,,,
Benfica (Monsanto | Norte),Sao Domingos de Benfica (Sete Rios | Norte),51,12.8,73,1.43,0.083,11.415,22.960,94.82,,,
Benfica (Monsanto | Norte),Sao Domingos de Benfica (Sete Rios | Sul),6,1.5,3,0.50,0.012,2.675,11.989,100,,,
Benfica (Monsanto | Norte),Sao Vicente de Fora (Sao Vicente),19,4.8,34,1.79,0.058,128.563,51.305,100,,,
Campo de Ourique (Amoreiras),Ajuda (Ajuda | Norte),4,1.0,3,0.75,0.020,9.943,24.505,91.33,,,
Campo de Ourique (Amoreiras),Ajuda (Ajuda | Oeste),1,0.3,3,3.00,0.000,28.025,57.331,100,,,
Campo de Ourique (Amoreiras),Ajuda (Ajuda | Sul),41,10.3,13,0.32,0.013,4.105,16.733,88.5,,,
Campo de Ourique (Amoreiras),Ajuda (Restelo),12,3.0,15,1.25,0.030,111.904,26.871,94.44,,,
Campo de Ourique (Amoreiras),Alcantara (Santo Amaro | Norte),2,0.5,6,3.00,0.249,51.981,74.239,99.33,,,
Campo de Ourique (Amoreiras),Alcantara (Santo Amaro | Oeste),,,,,,,,,,,
Campo de Ourique (Amoreiras),Alcantara (Santo Amaro | Sul),135,33.8,65,0.48,0.029,5.265,11.725,96.94,,,
Campo de Ourique (Amoreiras),Alvalade (Alvalade),220,55.0,18,0.08,0.010,2.141,10.378,83.05,,,
Campo de Ourique (Amoreiras),Alvalade (Avenida do Brasil),,,,,,,,,,,
Campo de Ourique (Amoreiras),Alvalade (Campo Grande),13,3.3,9,0.69,0.079,20.820,30.357,97,,,
Campo de Ourique (Amoreiras),Alvalade (Cidade Universitaria),1,0.3,1,1.00,0.000,12.262,21.720,100,,,
Campo de Ourique (Amoreiras),Alvalade (Hospital Santa Maria | Este),2,0.5,6,3.00,0.015,16.035,26.751,100,,,
Campo de Ourique (Amoreiras),Alvalade (Hospital Santa Maria | Oeste),2,0.5,7,3.50,0.062,36.126,53.337,100,,,
Campo de Ourique (Amoreiras),Alvalade (Roma - Areeiro | Este),9,2.3,14,1.56,0.088,12.612,25.829,99.7,,,
Campo de Ourique (Amoreiras),Alvalade (Roma - Areeiro | Oeste),219,54.8,9,0.04,0.000,0.536,4.459,96.56,,,
Campo de Ourique (Amoreiras),Alvalade (Sao Joao de Brito),91,22.8,19,0.21,0.024,3.547,16.868,97.07,,,
Campo de Ourique (Amoreiras),Areeiro (Alto Pina),21,5.3,36,1.71,0.055,12.989,22.242,99.54,,,
Campo de Ourique (Amoreiras),Areeiro (Areeiro | Norte),8,2.0,17,2.13,0.120,28.128,39.634,89.85,,,
Campo de Ourique (Amoreiras),Areeiro (Areeiro | Sul),,,,,,,,,,,
Campo de Ourique (Amoreiras),Arroios (Anjos),221,55.3,43,0.19,0.018,3.719,9.516,87.12,,,
Campo de Ourique (Amoreiras),Arroios (Arroios | Norte),131,32.8,16,0.12,0.009,1.825,6.495,92.51,,,
Campo de Ourique (Amoreiras),Arroios (Arroios | Sul),15,3.8,28,1.87,0.132,21.865,32.654,87.95,,,
Campo de Ourique (Amoreiras),Arroios (Estefania),242,60.5,39,0.16,0.008,1.051,3.734,86.77,,,
Campo de Ourique (Amoreiras),Avenidas Novas (Avenidas Novas | Este),65,16.3,15,0.23,0.025,3.595,8.626,93.32,,,
Campo de Ourique (Amoreiras),Avenidas Novas (Avenidas Novas | Oeste),3,0.8,4,1.33,0.029,9.022,16.123,100,,,
Campo de Ourique (Amoreiras),Avenidas Novas (Bairro Santos | Este),7,1.8,12,1.71,0.065,23.961,40.493,93.55,,,
Campo de Ourique (Amoreiras),Avenidas Novas (Bairro Santos | Oeste),3,0.8,5,1.67,0.068,13.953,24.012,96.83,,,
Campo de Ourique (Amoreiras),Avenidas Novas (Campo Pequeno | Este),152,38.0,9,0.06,0.013,1.930,8.667,95.21,,,
Campo de Ourique (Amoreiras),Avenidas Novas (Campo Pequeno | Oeste),1,0.3,1,1.00,0.289,33.483,38.934,95.5,,,
Campo de Ourique (Amoreiras),Avenidas Novas (Parque Eduardo VII),174,43.5,21,0.12,0.020,3.643,6.468,96.95,,,
Campo de Ourique (Amoreiras),Avenidas Novas (Picoas),125,31.3,19,0.15,0.025,2.547,6.957,90.75,,,
Campo de Ourique (Amoreiras),Beato (Madre Deus | Norte),,,,,,,,,,,
Campo de Ourique (Amoreiras),Beato (Madre Deus | Oeste),2,0.5,5,2.50,0.033,4.803,19.260,100,,,
Campo de Ourique (Amoreiras),Beato (Madre Deus | Sul),2,0.5,4,2.00,0.077,13.118,31.003,100,,,
Campo de Ourique (Amoreiras),Beato (Picheleira),13,3.3,15,1.15,0.083,19.659,36.228,96.96,,,
Campo de Ourique (Amoreiras),Belem (Alto Duque),2,0.5,5,2.50,0.022,19.890,36.142,100,,,
Campo de Ourique (Amoreiras),Belem (Belem | Este),10,2.5,26,2.60,0.066,15.152,25.202,99.55,,,
Campo de Ourique (Amoreiras),Belem (Belem | Oeste),45,11.3,34,0.76,0.063,16.090,26.719,98.18,,,
Campo de Ourique (Amoreiras),Belem (Ribeirinha - Belem),,,,,,,,,,,
Campo de Ourique (Amoreiras),Benfica (Benfica | Norte),67,16.8,66,0.99,0.025,15.536,43.201,81.76,,,
Campo de Ourique (Amoreiras),Benfica (Benfica | Sul),375,93.8,35,0.09,0.000,1.667,17.785,96.39,,,
Campo de Ourique (Amoreiras),Benfica (Colegio Militar/Luz),95,23.8,30,0.32,0.011,3.256,21.569,87.25,,,
Campo de Ourique (Amoreiras),Benfica (Monsanto | Norte),5,1.3,6,1.20,0.385,18.565,35.922,92,,,
Campo de Ourique (Amoreiras),Campo de Ourique (Amoreiras),425,106.3,129,0.30,0.024,8.657,11.966,86,,,
Campo de Ourique (Amoreiras),Campo de Ourique (Campo Ourique),333,83.3,132,0.40,0.021,4.345,8.313,92.16,,,
Campo de Ourique (Amoreiras),Campolide (Bairro Liberdade),15,3.8,24,1.60,0.108,7.300,16.049,90.64,,,
Campo de Ourique (Amoreiras),Campolide (Campolide),249,62.3,141,0.57,0.036,13.153,14.309,89.25,,,
Campo de Ourique (Amoreiras),Campolide (Praca Espanha | Norte),641,160.3,17,0.03,0.000,0.335,6.181,98.25,,,
Campo de Ourique (Amoreiras),Campolide (Praca Espanha | Sul),96,24.0,4,0.04,0.009,0.943,6.211,76.64,,,
Campo de Ourique (Amoreiras),Carnide (Avenidas Novas),4,1.0,8,2.00,0.030,13.534,31.582,96.31,,,
Campo de Ourique (Amoreiras),Carnide (Carnide),66,16.5,68,1.03,0.101,21.343,50.731,94.28,,,
Campo de Ourique (Amoreiras),Estrela (Alcantara),278,69.5,22,0.08,0.010,2.078,9.734,93.63,,,
Campo de Ourique (Amoreiras),Estrela (Estrela),395,98.8,124,0.31,0.025,5.393,13.508,93.04,,,
Campo de Ourique (Amoreiras),Estrela (Lapa),155,38.8,8,0.05,0.009,1.191,9.242,99.65,,,
Campo de Ourique (Amoreiras),Estrela (Ribeirinha - Belem),1,0.3,1,1.00,0.211,35.365,44.309,89.5,,,
Campo de Ourique (Amoreiras),Fora Municipio Lisboa,133,33.3,111,0.83,0.017,5.688,25.708,92.37,,,
Campo de Ourique (Amoreiras),Lumiar (Aeroporto),109,27.3,11,0.10,0.000,0.581,14.162,99.64,,,
Campo de Ourique (Amoreiras),Lumiar (Lumiar | Norte),10,2.5,21,2.10,0.000,180.983,48.461,,,,
Campo de Ourique (Amoreiras),Lumiar (Lumiar | Oeste),15,3.8,29,1.93,0.021,17.797,42.184,85.25,,,
Campo de Ourique (Amoreiras),Lumiar (Lumiar | Sul),,,,,,,,,,,
Campo de Ourique (Amoreiras),Lumiar (Paco Lumiar),11,2.8,18,1.64,0.321,26.695,53.081,87.12,,,
Campo de Ourique (Amoreiras),Lumiar (Parque Europa),17,4.3,54,3.18,0.088,14.188,26.294,97.79,,,
Campo de Ourique (Amoreiras),Lumiar (Telheiras | Este),4,1.0,10,2.50,0.009,13.629,30.833,100,,,
Campo de Ourique (Amoreiras),Lumiar (Telheiras | Norte),10,2.5,17,1.70,0.728,23.328,51.308,77,,,
Campo de Ourique (Amoreiras),Lumiar (Telheiras | Oeste),7,1.8,15,2.14,0.332,15.238,35.028,88.75,,,
Campo de Ourique (Amoreiras),Marvila (Bairro Armador),1,0.3,2,2.00,0.015,3.241,17.421,100,,,
Campo de Ourique (Amoreiras),Marvila (Chelas),31,7.8,44,1.42,0.070,14.281,30.297,95.64,,,
Campo de Ourique (Amoreiras),Marvila (Infante Dom Henrique - Porto | Este),12,3.0,19,1.58,0.040,21.793,45.780,100,,,
Campo de Ourique (Amoreiras),Marvila (Infante Dom Henrique - Porto | Oeste),,,,,,,,,,,
Campo de Ourique (Amoreiras),Marvila (Marechal Gomes da Costa),11,2.8,19,1.73,0.027,26.126,51.280,99.56,,,
Campo de Ourique (Amoreiras),Marvila (Parque Bela Vista),10,2.5,19,1.90,0.026,34.130,54.803,92.21,,,
Campo de Ourique (Amoreiras),Misericordia (Bairro Alto),196,49.0,79,0.40,0.018,2.162,4.887,92.5,,,
Campo de Ourique (Amoreiras),Misericordia (Sao Paulo),1407,351.8,31,0.02,0.009,0.766,5.073,95.48,,,
Campo de Ourique (Amoreiras),Olivais (Alfredo Bensaude),68,17.0,2,0.03,0.000,0.500,24.647,93.84,,,
Campo de Ourique (Amoreiras),Olivais (Encarnacao | Este),5,1.3,4,0.80,0.009,32.323,50.598,97.92,,,
Campo de Ourique (Amoreiras),Olivais (Encarnacao | Oeste),35,8.8,0,0.00,0.000,0.000,16.277,93.38,,,
Campo de Ourique (Amoreiras),Olivais (Logistica Aeroportuaria),1,0.3,2,2.00,0.000,19.546,32.457,93.5,,,
Campo de Ourique (Amoreiras),Olivais (Olivais - Centro),1,0.3,4,4.00,0.021,20.060,44.044,93,,,
Campo de Ourique (Amoreiras),Olivais (Olivais | Este),1,0.3,1,1.00,0.038,11.200,34.701,100,,,
Campo de Ourique (Amoreiras),Olivais (Olivais | Norte),3,0.8,5,1.67,0.240,22.866,53.051,96.75,,,
Campo de Ourique (Amoreiras),Olivais (Olivais | Sul),6,1.5,8,1.33,0.047,23.033,47.888,98.5,,,
Campo de Ourique (Amoreiras),Olivais (Relogio),,,,,,,,,,,
Campo de Ourique (Amoreiras),Parque das Nacoes (Estacao Oriente),15,3.8,26,1.73,0.055,19.624,48.940,96.56,,,
Campo de Ourique (Amoreiras),Parque das Nacoes (Parque Nacoes | Norte),2,0.5,6,3.00,0.000,27.887,56.289,,,,
Campo de Ourique (Amoreiras),Parque das Nacoes (Parque Nacoes | Sul),11,2.8,10,0.91,0.036,20.460,48.030,97.12,,,
Campo de Ourique (Amoreiras),Parque das Nacoes (Parque Tejo),4,1.0,6,1.50,0.074,22.014,53.792,100,,,
Campo de Ourique (Amoreiras),Parque das Nacoes (Quinta Laranjeiras),11,2.8,16,1.45,0.067,20.692,51.708,96.45,,,
Campo de Ourique (Amoreiras),Penha de Franca (Penha Franca),7,1.8,13,1.86,0.064,10.853,18.426,99.14,,,
Campo de Ourique (Amoreiras),Penha de Franca (Sao Joao),27,6.8,50,1.85,0.162,35.274,55.764,98.55,,,
Campo de Ourique (Amoreiras),Santa Clara (Ameixoeira | Norte),44,11.0,81,1.84,0.374,78.646,62.385,94.6,,,
Campo de Ourique (Amoreiras),Santa Clara (Ameixoeira | Sul),10,2.5,36,3.60,0.384,128.748,40.500,81.67,,,
Campo de Ourique (Amoreiras),Santa Maria Maior (Baixa),394,98.5,70,0.18,0.007,1.536,7.701,94.68,,,
Campo de Ourique (Amoreiras),Santa Maria Maior (Castelo),27,6.8,28,1.04,0.226,19.273,30.788,94.88,,,
Campo de Ourique (Amoreiras),Santo Antonio (Amoreiras),12,3.0,24,2.00,0.114,34.263,39.815,94.78,,,
Campo de Ourique (Amoreiras),Santo Antonio (Sao Jose),350,87.5,37,0.11,0.009,1.584,5.531,91.72,,,
Campo de Ourique (Amoreiras),Santo Antonio (Sao Mamede),635,158.8,67,0.11,0.013,2.452,5.504,90.27,,,
Campo de Ourique (Amoreiras),Sao Domingos de Benfica (Estrada Luz | Este),20,5.0,26,1.30,0.013,82.643,30.680,99.81,,,
Campo de Ourique (Amoreiras),Sao Domingos de Benfica (Estrada Luz | Oeste),1,0.3,2,2.00,0.000,18.339,44.968,,,,
Campo de Ourique (Amoreiras),Sao Domingos de Benfica (Monsanto | Norte),1,0.3,1,1.00,0.008,18.979,34.629,100,,,
Campo de Ourique (Amoreiras),Sao Domingos de Benfica (Sao Domingos de Benfica),393,98.3,41,0.10,0.000,1.834,14.701,97.42,,,
Campo de Ourique (Amoreiras),Sao Domingos de Benfica (Sete Rios | Norte),206,51.5,24,0.12,0.012,1.898,14.460,98.05,,,
Campo de Ourique (Amoreiras),Sao Domingos de Benfica (Sete Rios | Sul),126,31.5,2,0.02,0.009,0.271,8.341,97.66,,,
Campo de Ourique (Amoreiras),Sao Vicente de Fora (Sao Vicente),79,19.8,83,1.05,0.070,18.433,32.000,95.93,,,
Campo de Ourique (Campo Ourique),Ajuda (Ajuda | Norte),22,5.5,22,1.00,0.058,7.826,19.038,99.31,,,
Campo de Ourique (Campo Ourique),Ajuda (Ajuda | Oeste),,,,,,,,,,,
Campo de Ourique (Campo Ourique),Ajuda (Ajuda | Sul),105,26.3,81,0.77,0.040,17.578,16.536,90.56,,,
Campo de Ourique (Campo Ourique),Ajuda (Restelo),43,10.8,35,0.81,0.103,15.188,27.810,96.34,,,
Campo de Ourique (Campo Ourique),Alcantara (Santo Amaro | Norte),3,0.8,6,2.00,0.237,29.771,33.264,80.7,,,
Campo de Ourique (Campo Ourique),Alcantara (Santo Amaro | Oeste),,,,,,,,,,,
Campo de Ourique (Campo Ourique),Alcantara (Santo Amaro | Sul),259,64.8,202,0.78,0.021,4.819,11.597,96.45,,,
Campo de Ourique (Campo Ourique),Alvalade (Alvalade),19,4.8,40,2.11,0.075,12.226,26.645,95.49,,,
Campo de Ourique (Campo Ourique),Alvalade (Avenida do Brasil),,,,,,,,,,,
Campo de Ourique (Campo Ourique),Alvalade (Campo Grande),42,10.5,5,0.12,0.024,2.464,15.804,96.34,,,
Campo de Ourique (Campo Ourique),Alvalade (Cidade Universitaria),9,2.3,8,0.89,0.147,36.195,51.239,90.69,,,
Campo de Ourique (Campo Ourique),Alvalade (Hospital Santa Maria | Este),82,20.5,10,0.12,0.000,2.555,14.355,99.95,,,
Campo de Ourique (Campo Ourique),Alvalade (Hospital Santa Maria | Oeste),37,9.3,2,0.05,0.000,0.604,7.956,90.57,,,
Campo de Ourique (Campo Ourique),Alvalade (Roma - Areeiro | Este),11,2.8,9,0.82,0.065,15.836,33.315,94.58,,,
Campo de Ourique (Campo Ourique),Alvalade (Roma - Areeiro | Oeste),29,7.3,29,1.00,0.124,12.692,21.993,97.28,,,
Campo de Ourique (Campo Ourique),Alvalade (Sao Joao de Brito),29,7.3,21,0.72,0.123,10.091,22.530,95.88,,,
Campo de Ourique (Campo Ourique),Areeiro (Alto Pina),45,11.3,49,1.09,0.031,5.599,21.780,96.28,,,
Campo de Ourique (Campo Ourique),Areeiro (Areeiro | Norte),87,21.8,45,0.52,0.019,6.367,21.766,92.48,,,
Campo de Ourique (Campo Ourique),Areeiro (Areeiro | Sul),,,,,,,,,,,
Campo de Ourique (Campo Ourique),Arroios (Anjos),348,87.0,42,0.12,0.012,10.140,22.066,88.54,,,
Campo de Ourique (Campo Ourique),Arroios (Arroios | Norte),22,5.5,13,0.59,0.047,8.070,16.848,86.31,,,
Campo de Ourique (Campo Ourique),Arroios (Arroios | Sul),88,22.0,50,0.57,0.031,12.160,11.230,88.28,,,
Campo de Ourique (Campo Ourique),Arroios (Estefania),61,15.3,25,0.41,0.026,22.690,11.461,90.21,,,
Campo de Ourique (Campo Ourique),Avenidas Novas (Avenidas Novas | Este),188,47.0,34,0.18,0.012,3.750,13.156,93.8,,,
Campo de Ourique (Campo Ourique),Avenidas Novas (Avenidas Novas | Oeste),54,13.5,0,0.00,0.000,0.000,5.715,83.58,,,
Campo de Ourique (Campo Ourique),Avenidas Novas (Bairro Santos | Este),69,17.3,36,0.52,0.017,3.777,15.652,86.07,,,
Campo de Ourique (Campo Ourique),Avenidas Novas (Bairro Santos | Oeste),,,,,,,,,,,
Campo de Ourique (Campo Ourique),Avenidas Novas (Campo Pequeno | Este),14,3.5,18,1.29,0.066,287.848,29.613,93.29,,,
Campo de Ourique (Campo Ourique),Avenidas Novas (Campo Pequeno | Oeste),,,,,,,,,,,
Campo de Ourique (Campo Ourique),Avenidas Novas (Parque Eduardo VII),251,62.8,48,0.19,0.026,2.939,6.620,98.63,,,
Campo de Ourique (Campo Ourique),Avenidas Novas (Picoas),195,48.8,38,0.19,0.007,1.202,4.577,92.22,,,
Campo de Ourique (Campo Ourique),Beato (Madre Deus | Norte),,,,,,,,,,,
Campo de Ourique (Campo Ourique),Beato (Madre Deus | Oeste),37,9.3,8,0.22,0.017,6.364,22.924,94.45,,,
Campo de Ourique (Campo Ourique),Beato (Madre Deus | Sul),16,4.0,11,0.69,0.087,17.726,36.174,98.82,,,
Campo de Ourique (Campo Ourique),Beato (Picheleira),19,4.8,14,0.74,0.025,9.610,26.963,83.61,,,
Campo de Ourique (Campo Ourique),Belem (Alto Duque),12,3.0,8,0.67,0.159,232.499,45.938,100,,,
Campo de Ourique (Campo Ourique),Belem (Belem | Este),57,14.3,77,1.35,0.041,6.345,12.084,98.25,,,
Campo de Ourique (Campo Ourique),Belem (Belem | Oeste),87,21.8,137,1.57,0.076,14.566,25.453,98.69,,,
Campo de Ourique (Campo Ourique),Belem (Ribeirinha - Belem),,,,,,,,,,,
Campo de Ourique (Campo Ourique),Benfica (Benfica | Norte),16,4.0,52,3.25,0.180,17.394,36.442,92.14,,,
Campo de Ourique (Campo Ourique),Benfica (Benfica | Sul),74,18.5,72,0.97,0.130,19.009,37.898,95.67,,,
Campo de Ourique (Campo Ourique),Benfica (Colegio Militar/Luz),16,4.0,30,1.88,0.128,18.659,37.884,95.64,,,
Campo de Ourique (Campo Ourique),Benfica (Monsanto | Norte),10,2.5,12,1.20,0.152,15.706,25.752,99.25,,,
Campo de Ourique (Campo Ourique),Campo de Ourique (Amoreiras),206,51.5,162,0.79,0.033,10.030,17.927,93.33,,,
Campo de Ourique (Campo Ourique),Campo de Ourique (Campo Ourique),484,121.0,341,0.70,0.049,16.395,16.823,87.79,,,
Campo de Ourique (Campo Ourique),Campolide (Bairro Liberdade),57,14.3,80,1.40,0.097,13.309,19.950,96.46,,,
Campo de Ourique (Campo Ourique),Campolide (Campolide),1066,266.5,208,0.20,0.017,4.027,5.625,93.78,,,
Campo de Ourique (Campo Ourique),Campolide (Praca Espanha | Norte),634,158.5,35,0.06,0.010,0.991,5.488,97.19,,,
Campo de Ourique (Campo Ourique),Campolide (Praca Espanha | Sul),113,28.3,19,0.17,0.028,2.845,5.993,75.14,,,
Campo de Ourique (Campo Ourique),Carnide (Avenidas Novas),16,4.0,24,1.50,0.054,14.856,29.789,100,,,
Campo de Ourique (Campo Ourique),Carnide (Carnide),30,7.5,87,2.90,0.048,13.279,27.536,99.57,,,
Campo de Ourique (Campo Ourique),Estrela (Alcantara),759,189.8,147,0.19,0.021,5.150,9.486,94.83,,,
Campo de Ourique (Campo Ourique),Estrela (Estrela),529,132.3,133,0.25,0.025,5.883,9.784,86,,,
Campo de Ourique (Campo Ourique),Estrela (Lapa),120,30.0,44,0.37,0.037,4.345,7.941,96.61,,,
Campo de Ourique (Campo Ourique),Estrela (Ribeirinha - Belem),4,1.0,12,3.00,0.085,15.044,25.768,90.2,,,
Campo de Ourique (Campo Ourique),Fora Municipio Lisboa,151,37.8,215,1.42,0.194,46.070,48.160,96.87,,,
Campo de Ourique (Campo Ourique),Lumiar (Aeroporto),7,1.8,8,1.14,0.284,15.264,37.312,96.62,,,
Campo de Ourique (Campo Ourique),Lumiar (Lumiar | Norte),10,2.5,29,2.90,0.050,23.229,58.344,100,,,
Campo de Ourique (Campo Ourique),Lumiar (Lumiar | Oeste),14,3.5,41,2.93,0.184,12.245,28.583,95.3,,,
Campo de Ourique (Campo Ourique),Lumiar (Lumiar | Sul),,,,,,,,,,,
Campo de Ourique (Campo Ourique),Lumiar (Paco Lumiar),4,1.0,15,3.75,0.000,18.365,53.707,,,,
Campo de Ourique (Campo Ourique),Lumiar (Parque Europa),15,3.8,15,1.00,0.070,117.377,40.634,99.94,,,
